artist,release
"Roc Trax","Lesson.06 ""Roc Trax Jam""[RELEASE]"
"Lyrical Giants","Don't Want None[RELEASE]"
"JT Money","Don't Want None[RELEASE]"
"Chyna Whyte","Don't Want None[RELEASE]"
"Grown Folk","Cloud City EP[RELEASE]"
"Main Attrakionz","Cloud City EP[RELEASE]"
AZ,"For The Streets[RELEASE]"
"Doo Wop","For The Streets[RELEASE]"
"The Black Keys","The Baddest Man Alive[RELEASE]"
RZA,"The Baddest Man Alive[RELEASE]"
"DJ Camilo","Underground Funk![RELEASE]"
"DJ Spin One","Underground Funk![RELEASE]"
"DJ Q-Bert","Slow Roasted Superseal + Traktor Scratch[RELEASE]"
"DJ Craze","Slow Roasted Superseal + Traktor Scratch[RELEASE]"
"Brädi","Yksi Ja Ainoa[RELEASE]"
"Sami Saari (2)","Yksi Ja Ainoa[RELEASE]"
50.Grind,"Gotta Catch 'em All[RELEASE]"
"Pokémon AllSTARS","Gotta Catch 'em All[RELEASE]"
Kyrsten,"Move WIth Me[RELEASE]"
"Foxy Brown","Move WIth Me[RELEASE]"
"Phill Most Chill","Superfunk Inc.[RELEASE]"
"Mr Fantastic","Superfunk Inc.[RELEASE]"
"Aretha Franklin","It Isn't, It Wasn't, It Ain't Never Gonna Be[RELEASE]"
"Whitney Houston","It Isn't, It Wasn't, It Ain't Never Gonna Be[RELEASE]"
"Lloyd Banks","Beamer, Benz, Or Bentley[RELEASE]"
"Juelz Santana","Beamer, Benz, Or Bentley[RELEASE]"
"J. Rawls","The 1960's Jazz Revolution Again[RELEASE]"
"John Robinson (3)","The 1960's Jazz Revolution Again[RELEASE]"
"Jay Are (2)","The 1960's Jazz Revolution Again[RELEASE]"
"DJ Friction",Kingpin[RELEASE]
Skream,Kingpin[RELEASE]
Perverz,"Death 2 Pigs[RELEASE]"
"Manson Family","Death 2 Pigs[RELEASE]"
Dan-E,"Desert Storm[RELEASE]"
"J.J. Johnzon","Desert Storm[RELEASE]"
Gonjasufi,Untitled[RELEASE]
"Ras G",Untitled[RELEASE]
"Тимати","Groove On[RELEASE]"
"Snoop Dogg","Groove On[RELEASE]"
Jay-Z,"Points Of Authority/99 Problems/One Step Closer[RELEASE]"
"Linkin Park","Points Of Authority/99 Problems/One Step Closer[RELEASE]"
Noah23,"Noah23 / Playpad Circus[RELEASE]"
"Playpad Circus","Noah23 / Playpad Circus[RELEASE]"
N.O.R.E.,Finito[RELEASE]
"Lil Wayne",Finito[RELEASE]
"Pharrell Williams",Finito[RELEASE]
"Dixie Burner",Zarathustra[RELEASE]
"Katharsis (9)",Zarathustra[RELEASE]
"Dial 81","Luminous Stasis E.P.[RELEASE]"
"Paul Randolph","Luminous Stasis E.P.[RELEASE]"
"Adult Situations","Adult Situations[RELEASE]"
"Motion Man","Adult Situations[RELEASE]"
"Michie One","R U Ready[RELEASE]"
Banshee,"R U Ready[RELEASE]"
"David Banner","Death Of A Pop Star[RELEASE]"
"9th Wonder","Death Of A Pop Star[RELEASE]"
Orgasmic,"Best Of Everything [RELEASE]"
Brodinski,"Best Of Everything [RELEASE]"
"DJ Semtex","Piece Keepers Volume 1[RELEASE]"
"Dizzee Rascal","Piece Keepers Volume 1[RELEASE]"
"Skrytmåns","Moment 22[RELEASE]"
"Rolf Jazzgård","Moment 22[RELEASE]"
"Mad Professor","In A Dubwise Style[RELEASE]"
"Marcelinho Da Lua","In A Dubwise Style[RELEASE]"
"Warren G","I Need A Light[RELEASE]"
"Nate Dogg","I Need A Light[RELEASE]"
"Suff Daddy","Bricks & Mortar[RELEASE]"
Ta-Ku,"Bricks & Mortar[RELEASE]"
"DJ Monoton K",R.A.P.[RELEASE]
"MC Digital F",R.A.P.[RELEASE]
"Baby Bash",Cyclone[RELEASE]
T-Pain,Cyclone[RELEASE]
"Kev E Kev","Welcome To Dopeland EP[RELEASE]"
AK-B,"Welcome To Dopeland EP[RELEASE]"
"The Movement (27)","Thunder Power[RELEASE]"
Scorcher,"Thunder Power[RELEASE]"
"Mr. Backside",BACKVOLV[RELEASE]
evolv,BACKVOLV[RELEASE]
BACKVOLV,BACKVOLV[RELEASE]
"Ghislain Poirier","Scion A/V Remix Project: Ninja Tune & Big Dada[RELEASE]"
TTC,"Scion A/V Remix Project: Ninja Tune & Big Dada[RELEASE]"
"50 Cent","Candy Shop / Hate It Or Love It / Ups & Downs[RELEASE]"
"The Game (2)","Candy Shop / Hate It Or Love It / Ups & Downs[RELEASE]"
"Snoop Dogg","Candy Shop / Hate It Or Love It / Ups & Downs[RELEASE]"
"Ανδρείκελος","Γίνε Το Φως (2013 Remake)[RELEASE]"
"Βομβιστές Συνείδησης","Γίνε Το Φως (2013 Remake)[RELEASE]"
Plies,"Shawty [RELEASE]"
T-Pain,"Shawty [RELEASE]"
Illogic,"Capture The Sun[RELEASE]"
Blockhead,"Capture The Sun[RELEASE]"
"Doc Felix","The Right Direction [RELEASE]"
"Dialect (6)","The Right Direction [RELEASE]"
"DJ Sleepy","Rim Vs. Rim[RELEASE]"
"Melinda Wrede","Rim Vs. Rim[RELEASE]"
"Paragon (5)","Rim Vs. Rim[RELEASE]"
"Eye N´I","Rim Vs. Rim[RELEASE]"
Timbuktu,"Full Ära[RELEASE]"
Damn!,"Full Ära[RELEASE]"
"Ghostface Killah","Twelve Reasons To Die[RELEASE]"
"Adrian Younge","Twelve Reasons To Die[RELEASE]"
"Chris Webber","Gangsta! Gangsta![RELEASE]"
Kurupt,"Gangsta! Gangsta![RELEASE]"
Safi,"Voor U[RELEASE]"
Spreej,"Voor U[RELEASE]"
"David Banner","Get Like Me[RELEASE]"
"Chris Brown (4)","Get Like Me[RELEASE]"
"The Dallas Austin Experience","Hot Girls In The Bathroom[RELEASE]"
"Sy Scott","Hot Girls In The Bathroom[RELEASE]"
"B Star","Hot Girls In The Bathroom[RELEASE]"
"97 Boyz","Gett Down / Kutt Up[RELEASE]"
"M-Town Posse","Gett Down / Kutt Up[RELEASE]"
"Lil Lynch","Gett Down / Kutt Up[RELEASE]"
"DJ Muggs","Mash-Up Radio Vol. 2[RELEASE]"
"DJ Warrior","Mash-Up Radio Vol. 2[RELEASE]"
"Mr. Cheeks","Friday Night[RELEASE]"
"Horace Brown","Friday Night[RELEASE]"
Jadakiss,Consignment[RELEASE]
"DJ Drama",Consignment[RELEASE]
"DJ Target","Aim High - The Revolution[RELEASE]"
"Danny Weed","Aim High - The Revolution[RELEASE]"
"Flip (3)","Tuesday Classics Volume 2[RELEASE]"
"Average MC","Tuesday Classics Volume 2[RELEASE]"
"Dirty (4)","That's Dirty[RELEASE]"
"Mannie Fresh","That's Dirty[RELEASE]"
"Lil Burn One","That's Dirty[RELEASE]"
"Mr. Blue","That's Dirty[RELEASE]"
"Remy Martin","Feels So Good[RELEASE]"
Ne-Yo,"Feels So Good[RELEASE]"
"Chihiro (9)","De;Luxe Beatz by DJ Deckstream - EP1[RELEASE]"
"DJ Deckstream","De;Luxe Beatz by DJ Deckstream - EP1[RELEASE]"
Acaz,"AK4 Vol. 1[RELEASE]"
K-Fik,"AK4 Vol. 1[RELEASE]"
4Self,"AK4 Vol. 1[RELEASE]"
"Chihiro (9)","De;Luxe Beatz by DJ Deckstream - EP2[RELEASE]"
"DJ Deckstream","De;Luxe Beatz by DJ Deckstream - EP2[RELEASE]"
"Context (7)","The Shadows[RELEASE]"
"Jimmy Flipshyt","The Shadows[RELEASE]"
Qwel,"Beautiful Raw[RELEASE]"
Maker,"Beautiful Raw[RELEASE]"
"Bushido (2)","Alles Gute Kommt Von Unten[RELEASE]"
Chakuza,"Alles Gute Kommt Von Unten[RELEASE]"
"Kay One","Alles Gute Kommt Von Unten[RELEASE]"
"Scheusal Und Kunstfehler","Symphonie Der Jahreszeiten: Frühling[RELEASE]"
Pumpshot,"Symphonie Der Jahreszeiten: Frühling[RELEASE]"
"DJ Drama","The Product 2[RELEASE]"
"August Alsina","The Product 2[RELEASE]"
Spakur,"Sånger Från Andra Våningen Istället För Ett Album[RELEASE]"
"Aggro (3)","Sånger Från Andra Våningen Istället För Ett Album[RELEASE]"
"Kryptonite (2)","Sånger Från Andra Våningen Istället För Ett Album[RELEASE]"
"Dizzee Rascal","H Town[RELEASE]"
"Bun B","H Town[RELEASE]"
Trae,"H Town[RELEASE]"
"King Shon","Papa Didn't Raize No Punkz[RELEASE]"
S.S.M.O.B.,"Papa Didn't Raize No Punkz[RELEASE]"
"Lewis Parker",Tic-Tac-Toe[RELEASE]
T.R.A.C.,Tic-Tac-Toe[RELEASE]
"John Robinson (3)",Tic-Tac-Toe[RELEASE]
"Tavito Nanao","Rollin' Rollin'[RELEASE]"
Yakenohara,"Rollin' Rollin'[RELEASE]"
"Paul White (4)","Street Lights[RELEASE]"
"Danny Brown (2)","Street Lights[RELEASE]"
N.O.R.E.,"Student Of The Game[RELEASE]"
P.A.P.I.,"Student Of The Game[RELEASE]"
"Georgio (8)","Soleil D'Hiver[RELEASE]"
"Hologram Lo'","Soleil D'Hiver[RELEASE]"
Noah23,"Crab Nebula[RELEASE]"
MadadaM,"Crab Nebula[RELEASE]"
"Melodee (2)","My Tape Deck[RELEASE]"
"Cookin' Soul","My Tape Deck[RELEASE]"
"T.O. Ikeman","Tango Blast[RELEASE]"
"Lil' Bing","Tango Blast[RELEASE]"
"Eloquent (3)","Jazz Auf Gleich[RELEASE]"
"Wun Two","Jazz Auf Gleich[RELEASE]"
"DJ J-Period","Man On Fire [The Freestyle Sessions][RELEASE]"
"C.L. Smooth","Man On Fire [The Freestyle Sessions][RELEASE]"
Youngbloodz,85[RELEASE]
"Jim Crow",85[RELEASE]
"Big Boi",85[RELEASE]
"The Heritage Orchestra","G. Prokofiev Concerto For Turntables & Orchestra[RELEASE]"
"DJ Yoda","G. Prokofiev Concerto For Turntables & Orchestra[RELEASE]"
Solonen,"Kolmetoista Kertaa Kovempi Ku Kukaan[RELEASE]"
Kosola,"Kolmetoista Kertaa Kovempi Ku Kukaan[RELEASE]"
113,"Partir Loin[RELEASE]"
"Reda Taliani","Partir Loin[RELEASE]"
Anser,"Flow Royal[RELEASE]"
"Eversor (2)","Flow Royal[RELEASE]"
Chamillionaire,"Ridin'[RELEASE]"
"Krayzie Bone","Ridin'[RELEASE]"
"Ciara (2)","1‚ 2 Step[RELEASE]"
"Missy Elliott","1‚ 2 Step[RELEASE]"
"Complete (8)","The Devil's Resume[RELEASE]"
"Omac (2)","The Devil's Resume[RELEASE]"
"Rune Klan",Biblen[RELEASE]
"Blæs Bukki",Biblen[RELEASE]
"Tue Track",Biblen[RELEASE]
"Linda P. (2)",Biblen[RELEASE]
"Jonatan Spang",Biblen[RELEASE]
"Marques Houston","Like This[RELEASE]"
"Yung Joc","Like This[RELEASE]"
"Black On Track","Life In The Ghetto[RELEASE]"
MCJ,"Life In The Ghetto[RELEASE]"
"Nathy (2)","Jump Up[RELEASE]"
"The Caramel Crew","Jump Up[RELEASE]"
FloFilz,Duplex[RELEASE]
Pawcut,Duplex[RELEASE]
"A.N.T. (5)","We On The Island[RELEASE]"
"Mexican Mack","We On The Island[RELEASE]"
"M.A.D. (28)","We On The Island[RELEASE]"
"Pastor Troy","Are We Cuttin'[RELEASE]"
"Ms. Jade","Are We Cuttin'[RELEASE]"
"Ben-J (2)"," Le Bilan[RELEASE]"
Jacky," Le Bilan[RELEASE]"
"Birdman (2)","The H: The Lost Album Vol. 1[RELEASE]"
"Rick Ross","The H: The Lost Album Vol. 1[RELEASE]"
Madcon,"One Life[RELEASE]"
"Kelly Rowland","One Life[RELEASE]"
"DJ Skee (2)","Purp & Patron[RELEASE]"
"Funkmaster Flex","Purp & Patron[RELEASE]"
"The Game (2)","Purp & Patron[RELEASE]"
"Tinchy Stryder","Second Chance[RELEASE]"
"Taio Cruz","Second Chance[RELEASE]"
"Jessie J",Wild[RELEASE]
"Dizzee Rascal",Wild[RELEASE]
"Big Sean",Wild[RELEASE]
Glad2mecha,"Hello'[RELEASE]"
"ILL Treats","Hello'[RELEASE]"
Raekwon,"The PJs... From Afar[RELEASE]"
"El Michels Affair","The PJs... From Afar[RELEASE]"
"Rag'n'Bone Man","Dog 'N' Bone EP[RELEASE]"
"Leaf Dog","Dog 'N' Bone EP[RELEASE]"
Mes,"Ten Typ Mes I Lepsze Żbiki [RELEASE]"
Various,"Ten Typ Mes I Lepsze Żbiki [RELEASE]"
"Kastrierte Philosophen","Non Stop People[RELEASE]"
Various,"Non Stop People[RELEASE]"
"Mister Modo","Remi Domost[RELEASE]"
"Ugly Mac Beer","Remi Domost[RELEASE]"
"Mister Modo","Mo' Dougly Weird Stories[RELEASE]"
"Ugly Mac Beer","Mo' Dougly Weird Stories[RELEASE]"
"Chauncie Gardner","Behind The Music[RELEASE]"
JDoubleU,"Behind The Music[RELEASE]"
"Ciara (2)",Sweat[RELEASE]
"2 Chainz",Sweat[RELEASE]
"Kut Masta Kurt","The Rhyme Imperial[RELEASE]"
"Motion Man","The Rhyme Imperial[RELEASE]"
Retrogott,"The Rhyme Imperial[RELEASE]"
"Seth Gueko","Neochrome Hall Stars Game[RELEASE]"
"Al K-Pote","Neochrome Hall Stars Game[RELEASE]"
"Zekwe Ramos","Neochrome Hall Stars Game[RELEASE]"
Paperi-T,"Ex Ovis Pullus Non Natis Serò Fit Ullus[RELEASE]"
Khid,"Ex Ovis Pullus Non Natis Serò Fit Ullus[RELEASE]"
Makoma,"My Sweet Lord[RELEASE]"
"Nathalie Makoma","My Sweet Lord[RELEASE]"
Clipse,"Popular Demand (Popeyes)[RELEASE]"
"Cam'ron","Popular Demand (Popeyes)[RELEASE]"
"Pharrell Williams","Popular Demand (Popeyes)[RELEASE]"
"Ghetto Chilldren","Equilibrium / Wrong Number / Traffic[RELEASE]"
"Phat Mob","Equilibrium / Wrong Number / Traffic[RELEASE]"
Sinsemilla,"Equilibrium / Wrong Number / Traffic[RELEASE]"
Kelis,"Popular Thug[RELEASE]"
Nas,"Popular Thug[RELEASE]"
"Kanye West","G.O.O.D. Morning, G.O.O.D. Night (Dawn)[RELEASE]"
"Malik Yusef","G.O.O.D. Morning, G.O.O.D. Night (Dawn)[RELEASE]"
Joe,"All The Things / Can't Be Wasting My Time[RELEASE]"
"Mona Lisa (2)","All The Things / Can't Be Wasting My Time[RELEASE]"
"Lost Boyz","All The Things / Can't Be Wasting My Time[RELEASE]"
"Slimm Calhoun",Well[RELEASE]
"Killer Mike",Well[RELEASE]
Wale,"Bad (Remix)[RELEASE]"
Rihanna,"Bad (Remix)[RELEASE]"
"Wyclef Jean","911 / Independent Women Part 1[RELEASE]"
"Mary J. Blige","911 / Independent Women Part 1[RELEASE]"
"Destiny's Child","911 / Independent Women Part 1[RELEASE]"
"The Kay LC","Ups 'N Downs[RELEASE]"
DCREAL67,"Ups 'N Downs[RELEASE]"
Rafi,Mixtape[RELEASE]
Koni,Mixtape[RELEASE]
"Florida Georgia Line","Cruise (Remix)[RELEASE]"
Nelly,"Cruise (Remix)[RELEASE]"
"9th Wonder","Black American Gangster[RELEASE]"
Jay-Z,"Black American Gangster[RELEASE]"
"Ghostface Killah",Ghostfunk[RELEASE]
"Max Tannone",Ghostfunk[RELEASE]
BelaninMan,"Сомнамбула[RELEASE]"
"SidMC Naches","Сомнамбула[RELEASE]"
"Miami Boyz","No Money No Love[RELEASE]"
"Calvin Mills II","No Money No Love[RELEASE]"
"DJ Apple Juice","ATL Downlow[RELEASE]"
"Osmose (3)","ATL Downlow[RELEASE]"
"Snoop Lion","Lighters Up[RELEASE]"
Mavado,"Lighters Up[RELEASE]"
Popcaan,"Lighters Up[RELEASE]"
"Mike Down",Candy[RELEASE]
"Sean Paul",Candy[RELEASE]
"Dizzee Rascal","Goin' Crazy[RELEASE]"
"Robbie Williams","Goin' Crazy[RELEASE]"
"Jan Hammer Project","Crockett's Theme [RELEASE]"
TQ,"Crockett's Theme [RELEASE]"
"Miracle (7)","Bounce Like Me[RELEASE]"
"Da Robin","Bounce Like Me[RELEASE]"
Chamillionaire,"Not A Criminal[RELEASE]"
Kelis,"Not A Criminal[RELEASE]"
"Gensu Dean",Abrasions[RELEASE]
"Planet Asia",Abrasions[RELEASE]
"Cheek (3)",Jossu[RELEASE]
"Jukka Poika",Jossu[RELEASE]
"Meller (3)","Zwischen Städten & Pyramiden[RELEASE]"
"Royal Black","Zwischen Städten & Pyramiden[RELEASE]"
"Hot Shots (2)","I Found More Love / Foxy Lady (Rapping)[RELEASE]"
"Yankee Jones","I Found More Love / Foxy Lady (Rapping)[RELEASE]"
"Kay One",V.I.P.[RELEASE]
"The Product G&B",V.I.P.[RELEASE]
RZA,"U Can't Stop Me Now / Drama[RELEASE]"
"Bobby Digital","U Can't Stop Me Now / Drama[RELEASE]"
"Chris Brown (4)","Don't Think They Know[RELEASE]"
Aaliyah,"Don't Think They Know[RELEASE]"
Rihanna,"Right Now[RELEASE]"
"David Guetta","Right Now[RELEASE]"
"The Regiment","Yours And Mine / We Gon[RELEASE]"
"Confidence (2)","Yours And Mine / We Gon[RELEASE]"
Up-Rising,"Hands To Heaven (And Pray)[RELEASE]"
"Tina Harris","Hands To Heaven (And Pray)[RELEASE]"
"Lil' Jon","Gangsta Grillz 9[RELEASE]"
"DJ Drama","Gangsta Grillz 9[RELEASE]"
"Teddy Pendergrass","Glad To Be Alive[RELEASE]"
"Lisa Fischer","Glad To Be Alive[RELEASE]"
x-ZiTe,Anders[RELEASE]
Jaza,Anders[RELEASE]
K-Def,"Genius EP[RELEASE]"
DaCapo,"Genius EP[RELEASE]"
K-Def,"The Article EP[RELEASE]"
DaCapo,"The Article EP[RELEASE]"
K-Def,"The Program[RELEASE]"
DaCapo,"The Program[RELEASE]"
"Reva DeVito","Cloudshine Deluxe[RELEASE]"
"Roane Namuh","Cloudshine Deluxe[RELEASE]"
"DJ Lord Ron","Propaganda, Losin Control, Don't Start Nothin'[RELEASE]"
Guru,"Propaganda, Losin Control, Don't Start Nothin'[RELEASE]"
"Krumb Snatcha","Propaganda, Losin Control, Don't Start Nothin'[RELEASE]"
"Sir Jinx","Pic-A-Nic / I Putz It Down[RELEASE]"
"Gerald Levert","Pic-A-Nic / I Putz It Down[RELEASE]"
"Mr. Mixx","Smooth (He's So Fly)[RELEASE]"
"Cisco Kid (5)","Smooth (He's So Fly)[RELEASE]"
"Glasses Malone",Haterz[RELEASE]
"Birdman (2)",Haterz[RELEASE]
"Lil Wayne",Haterz[RELEASE]
"Ying Yang Twins","Halftime (Stand Up And Get Crunk!)[RELEASE]"
Homebwoi,"Halftime (Stand Up And Get Crunk!)[RELEASE]"
"Simply Majestic","Dance To The Music (Work Your Body)[RELEASE]"
B-Kool,"Dance To The Music (Work Your Body)[RELEASE]"
"Pyroman (2)","Π Roman[RELEASE]"
Neda,"Π Roman[RELEASE]"
"Pyroman (2)",Brazza[RELEASE]
Neda,Brazza[RELEASE]
"Sean Garrett","6 In The Morning Remix[RELEASE]"
"Rick Ross","6 In The Morning Remix[RELEASE]"
"Gregory Pepper","Big Huge Truck[RELEASE]"
Madadam,"Big Huge Truck[RELEASE]"
"Wretch 32","Hush Little Baby[RELEASE]"
"Ed Sheeran","Hush Little Baby[RELEASE]"
"Rye Rye","Never Will Be Mine[RELEASE]"
Robyn,"Never Will Be Mine[RELEASE]"
"Sleaze (5)","Work In Mnemonics[RELEASE]"
Sonnyjim,"Work In Mnemonics[RELEASE]"
"Gwen Stefani",Yummy[RELEASE]
"Pharrell Williams",Yummy[RELEASE]
"Tinie Tempah",Trampoline[RELEASE]
"2 Chainz",Trampoline[RELEASE]
"John Robinson (3)","The Path Of Mastery[RELEASE]"
"Kyo Itachi","The Path Of Mastery[RELEASE]"
"Dub Floyd","Hip-Hop Docktrine: The Official Boondocks Mixtape[RELEASE]"
Asheru,"Hip-Hop Docktrine: The Official Boondocks Mixtape[RELEASE]"
Cazhrayn,"Underestimated EP / Black[RELEASE]"
"M.C. Confuz","Underestimated EP / Black[RELEASE]"
"Playaz Circle","Playaz Circle[RELEASE]"
"Jazze Pha","Playaz Circle[RELEASE]"
"Stuey Rock","FDU & Free Bandz[RELEASE]"
"Future (4)","FDU & Free Bandz[RELEASE]"
"Ill Move Sporadic","Alpha Coda[RELEASE]"
"Joey Menza","Alpha Coda[RELEASE]"
"Hi Res","Drugs, Booze & Dental Issues[RELEASE]"
Datkid,"Drugs, Booze & Dental Issues[RELEASE]"
"Mr. 305","International Takeover[RELEASE]"
"Pitbull & Friends","International Takeover[RELEASE]"
"Wiley (2)",Heatwave[RELEASE]
"Ms D",Heatwave[RELEASE]
"DJ Baro","6 Piedi Sotto[RELEASE]"
"DJ Double S (4)","6 Piedi Sotto[RELEASE]"
Nutso,"In The Cut[RELEASE]"
"Low Cut (2)","In The Cut[RELEASE]"
Fabolous,Diamonds[RELEASE]
"Young Jeezy",Diamonds[RELEASE]
"Shai (3)",Destiny[RELEASE]
KRS-One,Destiny[RELEASE]
Meyhem,"Raw Cashmere EP[RELEASE]"
"Icerocks DXA","Raw Cashmere EP[RELEASE]"
"Solar (21)","Stage Diving[RELEASE]"
"Białas","Stage Diving[RELEASE]"
"Frances Langford","When You Speak With Your Eyes /  Rockin' In The Rocket Room [RELEASE]"
"Glenn Osser And His Orchestra","When You Speak With Your Eyes /  Rockin' In The Rocket Room [RELEASE]"
"Glenn Osser & His Rocketeers","When You Speak With Your Eyes /  Rockin' In The Rocket Room [RELEASE]"
"Mannie Fresh",Conversation[RELEASE]
Tateeze,Conversation[RELEASE]
"Michael Gray","Can't Wait For The Weekend[RELEASE]"
"Roll Deep","Can't Wait For The Weekend[RELEASE]"
"Huge L","Izdat Mixtape[RELEASE]"
"DJ Dee (4)","Izdat Mixtape[RELEASE]"
"P. Diddy","Lonely / Bellin[RELEASE]"
Kokane,"Lonely / Bellin[RELEASE]"
"DJ Folk","Trappin' Aint Dead[RELEASE]"
"Young Jeezy","Trappin' Aint Dead[RELEASE]"
"DJ Statik Selektah","The Prophecy[RELEASE]"
Nas,"The Prophecy[RELEASE]"
"Young Money (2)","Sucka Free[RELEASE]"
"Lil Wayne","Sucka Free[RELEASE]"
"Nicki Minaj","Sucka Free[RELEASE]"
"Isy B","Tempted To Touch[RELEASE]"
"Alan (9)","Tempted To Touch[RELEASE]"
UTP,"The Compilation[RELEASE]"
"Juvenile (2)","The Compilation[RELEASE]"
"Loki (19)","Soylent Gruen[RELEASE]"
"Eloquent (3)","Soylent Gruen[RELEASE]"
D-Roc,"H.U.M.P. At Yo Own Risk / Beef[RELEASE]"
"The 2 Tight Click","H.U.M.P. At Yo Own Risk / Beef[RELEASE]"
"DJ Enuff","The Neptunes Present Star Trak[RELEASE]"
"The Neptunes","The Neptunes Present Star Trak[RELEASE]"
Chamillionaire,"Man On Fire / Still Tippin Down 2005[RELEASE]"
Chamillitary,"Man On Fire / Still Tippin Down 2005[RELEASE]"
"Tinie Tempah",Frisky[RELEASE]
Labrinth,Frisky[RELEASE]
"Eloquent (3)","Skizzen In Blau[RELEASE]"
"Ill Will","Skizzen In Blau[RELEASE]"
"Laza Morgan","One By One[RELEASE]"
Mavado,"One By One[RELEASE]"
"The Third Degree","Bass It Baby ('87 Remix)[RELEASE]"
DXJ,"Bass It Baby ('87 Remix)[RELEASE]"
"Sean Price","Donkey Sean Jr.[RELEASE]"
"P.F. Cuttin'","Donkey Sean Jr.[RELEASE]"
"État 2 Choc","Jack ![RELEASE]"
EJM,"Jack ![RELEASE]"
"Kali (15)","Milion Dróg Do Śmierci[RELEASE]"
"Paluch (3)","Milion Dróg Do Śmierci[RELEASE]"
Devox,Everyday[RELEASE]
"Angie Stone",Everyday[RELEASE]
"Mack 10","Hoo-Bangin' / Miami Life[RELEASE]"
"Ice Cube","Hoo-Bangin' / Miami Life[RELEASE]"
"Ras Kass","Hoo-Bangin' / Miami Life[RELEASE]"
Aduo,"Hip Knockin'[RELEASE]"
"B.O.T. Incorporated","Hip Knockin'[RELEASE]"
Mystik,"Le Fruit Défendu[RELEASE]"
K-Reen,"Le Fruit Défendu[RELEASE]"
"Lilu (2)","Naturalna Kolej Rzeczy[RELEASE]"
"DJ DBT","Naturalna Kolej Rzeczy[RELEASE]"
"Hannibal Stax","Seize The Day[RELEASE]"
"Marco Polo (3)","Seize The Day[RELEASE]"
DL,"""Beats For Insomniacs""[RELEASE]"
"Eddie Ill","""Beats For Insomniacs""[RELEASE]"
"Dr. Dekay","""Beats For Insomniacs""[RELEASE]"
"REVERB LITE","Midnight Escapades[RELEASE]"
"Wall Flowers (2)","Midnight Escapades[RELEASE]"
"White Mic","White Mic & Agentstriknine Present: The Vegetable & The Alien[RELEASE]"
Agentstriknine,"White Mic & Agentstriknine Present: The Vegetable & The Alien[RELEASE]"
Buddi,D.O.P.E.[RELEASE]
"Benson Beats",D.O.P.E.[RELEASE]
"Sam (132)","1. Wahl[RELEASE]"
"Isy B","1. Wahl[RELEASE]"
"Studio Fish","Maggots In Ya Catapult[RELEASE]"
"Bob Nudd","Maggots In Ya Catapult[RELEASE]"
"50 Cent","G Unit Radio 22 - Hip Hop Is Dead - Verse Two[RELEASE]"
"DJ Whoo Kid","G Unit Radio 22 - Hip Hop Is Dead - Verse Two[RELEASE]"
Swordplay,"Tap Water[RELEASE]"
"Pierre The Motionless","Tap Water[RELEASE]"
"Mr. Cheeks","It's Alright[RELEASE]"
"Truth Hurts","It's Alright[RELEASE]"
OlliPA,"Nylon Beats[RELEASE]"
"Jesse Heikkinen","Nylon Beats[RELEASE]"
Grasime,Affenpisse[RELEASE]
"Kram Aus Der Ecke",Affenpisse[RELEASE]
"Delano (5)","Murder Mix / Village Caller[RELEASE]"
"The Taxi Gang","Murder Mix / Village Caller[RELEASE]"
"Justin Timberlake","Suit & Tie[RELEASE]"
Jay-Z,"Suit & Tie[RELEASE]"
"Young Rome",Freaky[RELEASE]
"Guerilla Black",Freaky[RELEASE]
"Rufus Blaq",Freaky[RELEASE]
"DJ Boo (3)","Let's Get Naked[RELEASE]"
"Nikki (13)","Let's Get Naked[RELEASE]"
"Will Tun & The Wasters","Unite And Charge[RELEASE]"
"Mc Amalgam","Unite And Charge[RELEASE]"
"Young Lay","All About My Fetti[RELEASE]"
"Poets Of Darkness","All About My Fetti[RELEASE]"
Meeno,"I'm That N**** / Vacant Lot Goes No Limit[RELEASE]"
"Dave Floss","I'm That N**** / Vacant Lot Goes No Limit[RELEASE]"
"Emoni Montanè","I'm That N**** / Vacant Lot Goes No Limit[RELEASE]"
"Ted The Dillinger","It's Over Now / Sunshine (HipHop & R&B Flavor)[RELEASE]"
"Ric Rude","It's Over Now / Sunshine (HipHop & R&B Flavor)[RELEASE]"
"Alton Jackson","Believe In Me[RELEASE]"
"Larry Bailey","Believe In Me[RELEASE]"
Various,"Breaks & Beats Disney E.P.[RELEASE]"
"Kemuri Productions","Breaks & Beats Disney E.P.[RELEASE]"
"L.O.V.E. (2)","Neue Männer Braucht Das Land[RELEASE]"
Valezka,"Neue Männer Braucht Das Land[RELEASE]"
"DJ Tudo","Pancada Motor - Manifesto Da Festa[RELEASE]"
"Gente De Todo Lugar","Pancada Motor - Manifesto Da Festa[RELEASE]"
Domasan,"I Racconti Del Vinile Infranto[RELEASE]"
"Dj 2Phast","I Racconti Del Vinile Infranto[RELEASE]"
"Puff Daddy","Gangsta Shit[RELEASE]"
"Black Rob","Gangsta Shit[RELEASE]"
"Eightball & M.J.G.","Relax And Take Notes[RELEASE]"
"Notorious B.I.G.","Relax And Take Notes[RELEASE]"
"Project Pat","Relax And Take Notes[RELEASE]"
"Jivvy Dee","Bi, Ba, Bob Styling (Hop, Skip And Jump)[RELEASE]"
"Melanie (20)","Bi, Ba, Bob Styling (Hop, Skip And Jump)[RELEASE]"
Cappo,"Red Hot[RELEASE]"
Nappa,"Red Hot[RELEASE]"
